student_id,age_father,age_mother,edubg_father,edubg_mother,affiliation_father,affiliation_mother,family_income,is_only_child,live_on_campus,gathering_frequency_father,gathering_frequency_mother,family_traveling_times
971148ef3c2a4999e8dd073e80cd57ed,36,36,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Private Enterprise,Private Enterprise,0-100000,Yes,No,once every day,once every day,1,
b568d03c321c8128a24b079c09dc67c9,44,44,Higher National Diploma (full-time),Higher National Diploma (full-time),Private Enterprise,Public Sector,300000 and above,Yes,No,once every week,once every day,2,
95a2f91951a023deed93e3c7be70681b,39,39,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,100000-150000,No,No,once every day,once every day,4,
3807b44be01dcc221c2611c417373e20,38,36,Higher National Diploma (part-time),Undergraduate (full-time),Collective Enterprise,Collective Enterprise,200000-250000,Yes,No,once more than a year,once every week,15,
0995d9a28ce5ca932ec5eabf4af78ec8,46,46,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,1,
6e140d90881520f1a59d35cce37d988d,41,37,Undergraduate (full-time),Higher National Diploma (part-time),State-owned Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,3,
8067a5be7b5abc1e5d5c4e8d00f2c698,41,38,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Others,Others,0-100000,Yes,No,once every day,once every day,4,
05e479f1273e4890434c5a1e30c7f8fb,40,40,Undergraduate (part-time),Secondary School (Academic Route (Senior)),Public Sector,Unknown,100000-150000,Yes,No,once every day,once every day,2,
7f7f882ac485bf6a1a785c42f0f81917,36,31,Secondary School (Academic Route (Junior)),Primary School,Private Enterprise,Others,0-100000,Yes,No,once every day,once every day,5,
f9dd07c76a407dbcef14262464ece053,39,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Public Sector,0-100000,Yes,No,once every day,once every day,1,
22ad9c4cec048c44a3503d60f51f12cf,35,35,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Public Sector,Others,0-100000,No,No,once every day,once every day,0,
0b9e0b6d97b9ef286d12251d35503416,43,32,Postgraduate,Secondary School (Academic Route (Senior)),Unknown,Unknown,150000-200000,No,No,once every day,once every day,40,
178e101c6c04b3a80fd1d1687164803d,34,37,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,300000 and above,Yes,No,once every day,once every day,10,
8da70d1afc5634b6ed130f26c9b9ec30,58,40,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,1,
a16a7d9852eff5264a86f01c5e671cc1,43,45,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,1,
8d531e2854fff1e19c2fa0da52c96000,40,39,Higher National Diploma (part-time),Undergraduate (full-time),Collective Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,5,
c8a0397cf21979555d0814510672c655,44,40,Higher National Diploma (full-time),Higher National Diploma (full-time),Sole Trader,Sole Trader,100000-150000,Yes,No,once every day,once every day,1,
39cbe37a11d86d4b67deef61295137b1,40,36,Undergraduate (part-time),Higher National Diploma (part-time),Public Sector,Public Sector,200000-250000,Yes,No,once every day,once every day,6,
3680087e77f97367170fc034693216b8,41,39,Higher National Diploma (part-time),Secondary School (Vocatioinal Route),Public Sector,State-owned Enterprise,150000-200000,Yes,No,once every day,once every day,2,
6050814efe8c9e4294ffd6359c444636,36,33,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Collective Enterprise,Collective Enterprise,150000-200000,Yes,Yes,once every week,once every week,6,
6adfcf18a6791d91e236b5503fe8ef92,41,38,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Collective Enterprise,Collective Enterprise,100000-150000,Yes,No,once every day,once every day,2,
f9945aa56a89bca0d7f15579e5f71d71,38,36,Higher National Diploma (part-time),Higher National Diploma (full-time),Collective Enterprise,Foreign-funded Enterprise,0-100000,Yes,No,once every six months,once every week,4,
d81428e47ab5f0b205ebb43808cdd119,38,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Others,Others,0-100000,Yes,Yes,once every week,once every week,1,
1f4420c7cdfde1672acc5eb253179c1c,36,33,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),State-owned Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,1,
8cad14c1985c44f469c36da9bf4614bb,41,38,Higher National Diploma (part-time),Secondary School (Vocatioinal Route),Sole Trader,Sole Trader,0-100000,Yes,No,once every day,once every day,3,
1705ec78e559a8b22d78b962efdafbe3,39,40,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Private Enterprise,Sole Trader,0-100000,Yes,No,once every day,once every day,2,
68414f7e89d77f21ef7644ebec01c31d,37,37,Secondary School (Vocatioinal Route),Higher National Diploma (part-time),Private Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,3,
80992fec92e9c20da808ff051589d2f9,40,40,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Unknown,Unknown,0-100000,Yes,No,once every week,once every day,1,
ae84f5a9d3022140b15652be99b0ddb9,49,41,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Collective Enterprise,Private Enterprise,0-100000,No,No,once every day,once every day,3,
67e5ad856016cf6f10b0c0714d20133a,45,43,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Senior)),State-owned Enterprise,State-owned Enterprise,100000-150000,No,No,once every day,once every day,6,
819693769dae992fe01e5307d7326cf6,46,38,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,100000-150000,Yes,No,once every day,once every day,6,
ec5246b1691f36f7935081bde31802b7,36,38,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,0-100000,No,No,once every day,once every day,3,
e76e849a6ea2df9947b007a5c0605b51,39,39,Secondary School (Vocatioinal Route),Undergraduate (part-time),Private Enterprise,Private Enterprise,100000-150000,Yes,No,once every day,once every day,2,
9b939e15fed2625bd99141fff9be14c6,39,35,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),State-owned Enterprise,State-owned Enterprise,100000-150000,Yes,No,once every day,once every day,3,
846c232cf3dc3000daaaf13426419cbd,45,44,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Collective Enterprise,100000-150000,No,No,once every day,once every day,2,
d47bec2e683ef62be079d6f00240bf00,40,40,Higher National Diploma (part-time),Secondary School (Vocatioinal Route),Public Sector,Unknown,100000-150000,No,No,once every day,once every month,3,
14b329eebea0a7f22834e5b251c41768,37,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Private Enterprise,Private Enterprise,100000-150000,No,No,once every day,once more than a year,5,
79a92efa828312f06656dd7ab669ed80,40,33,Secondary School (Academic Route (Junior)),Primary School,Unknown,Unknown,100000-150000,No,No,once every day,once every day,5,
e44db43155e7d7804ffd7cea91174c23,40,40,Higher National Diploma (part-time),Higher National Diploma (part-time),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,3,
5458be88b3d9ad966da3c7a610b4e3cf,45,43,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Unknown,100000-150000,No,No,once every day,once every day,5,
82cf731255e3f6acfa46d8b8eafbdddd,44,46,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,200000-250000,Yes,No,once every day,once every day,10,
0266f6b070651df05bd9230ab678c840,42,44,Higher National Diploma (full-time),Undergraduate (full-time),Public Sector,Public Sector,0-100000,No,No,once every day,once every day,4,
4e51daae372b2c4dc0c6568e7693cc8b,40,36,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Senior)),Public Sector,Foreign-funded Enterprise,0-100000,Yes,No,once every week,once every week,5,
1f43dc8191d41ea8011ba2933e79b78e,40,40,Undergraduate (full-time),Undergraduate (part-time),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,1,
09916c9c68026b3fac8fd128af1bf105,40,40,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,300000 and above,Yes,No,once every day,once every day,4,
14d86e67859cf887ca814da41a003f4c,49,46,Undergraduate (full-time),Higher National Diploma (part-time),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,3,
807836064cd18915f7ed6998ba9b747b,43,40,Undergraduate (full-time),Postgraduate,Others,Others,300000 and above,No,No,once every day,once every day,10,
83edad2375ade19a162db3c1fa399212,45,39,Undergraduate (full-time),Secondary School (Academic Route (Senior)),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every week,3,
84fb6a593cf6845680a3af2d6c989914,41,45,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Collective Enterprise,Collective Enterprise,100000-150000,Yes,No,once every day,once every day,3,
e5bcbd421142fc34201601e570eefa0e,46,42,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Others,Unknown,0-100000,Yes,No,once more than a year,once every day,1,
2e441f83872795619d5243b11b813725,36,28,Postgraduate,Postgraduate,Collective Enterprise,State-owned Enterprise,200000-250000,Yes,No,once every day,once every day,27,
a7e3594b04e36ba9b3086197bb887580,45,44,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Sole Trader,Collective Enterprise,100000-150000,Yes,No,once every day,once every day,11,
fd24dfa1fa46e66d6afb8e2dedeb6d9d,48,48,Higher National Diploma (full-time),Higher National Diploma (full-time),Private Enterprise,Private Enterprise,150000-200000,Yes,No,once every week,once every week,5,
077c276f516196660224c5086ed64cf6,41,36,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,13,
8daa5be14dca250b85ac4ba3274fd739,36,36,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),Public Sector,Public Sector,100000-150000,Yes,No,once every day,once every day,29,
87cebb9dff15a1f80548513721ffdaa7,45,49,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Public Sector,Sole Trader,0-100000,No,No,once every day,once every day,1,
3caa4615a2eccec0521e041b453800b8,40,40,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Unknown,Unknown,150000-200000,No,No,once every day,once every day,5,
ba35cb8fd0c542a902dc4ba133d183c1,40,39,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Unknown,Unknown,0-100000,Yes,No,once every day,once every day,6,
1e016193daed4cdf42f84e29b1bdf088,45,39,Higher National Diploma (part-time),Higher National Diploma (part-time),Sole Trader,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,6,
01e4fa27d07e2391e2586a04d1672083,45,41,Secondary School (Academic Route (Junior)),Secondary School (Academic Route (Junior)),Others,Others,100000-150000,Yes,Yes,once every week,once every six months,1,
f7a52a72bde3730847834a1b8c260354,43,34,Secondary School (Vocatioinal Route),Secondary School (Academic Route (Junior)),Public Sector,Unknown,200000-250000,Yes,No,once every day,once every day,1,
29d0e000a26477fa2d99cbd39a447c96,37,37,Higher National Diploma (full-time),Secondary School (Academic Route (Senior)),Sole Trader,Sole Trader,250000-300000,Yes,No,once every day,once every day,2,
337e6e321838809408189ea676c29164,43,45,Undergraduate (full-time),Undergraduate (part-time),Foreign-funded Enterprise,Others,250000-300000,Yes,No,once every day,once every day,3,
ec3a4c57e0c5bc2d3c4be829f9dabba6,41,42,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Unknown,Unknown,0-100000,No,No,once every day,once every day,5,
193fc260c97aaa4f2d5d7b28d9602f2e,40,38,Undergraduate (part-time),Undergraduate (part-time),Public Sector,Public Sector,150000-200000,Yes,No,once every day,once every day,3,
535e69ae1bd8a758e3e5b8466e4f6487,43,42,Undergraduate (part-time),Undergraduate (part-time),Foreign-funded Enterprise,Private Enterprise,250000-300000,Yes,No,once every day,once every day,2,
8d910f8473cb4a07e0e97ebd40a8fc2c,44,40,Undergraduate (full-time),Secondary School (Vocatioinal Route),Public Sector,Public Sector,0-100000,Yes,No,once every day,once every day,2,
133939e83220cac71b11faaca70f73c1,41,42,Postgraduate,Undergraduate (part-time),Public Sector,Public Sector,150000-200000,No,No,once every month,once every day,1,
5f7256f46731916f3416ac396226d1aa,39,38,Higher National Diploma (full-time),Higher National Diploma (part-time),Collective Enterprise,Foreign-funded Enterprise,150000-200000,Yes,No,once every day,once every day,2,
35ca8b59f595a4cbbc302215567093cd,49,45,Undergraduate (full-time),Secondary School (Vocatioinal Route),Unknown,Unknown,150000-200000,No,No,once every day,once every day,2,
2a9a3a77cf1afd7084651afb91783746,38,35,Secondary School (Academic Route (Junior)),Secondary School (Vocatioinal Route),Unknown,Unknown,150000-200000,No,No,once every day,once every day,5,
68113d713cc78a7e32f7b67aaf499a5f,40,42,Secondary School (Academic Route (Junior)),Unschooled,Private Enterprise,Private Enterprise,100000-150000,No,No,once every day,once every day,4,
85ba1be0ec0ca475b1cfd5a2aefcd852,40,38,Secondary School (Academic Route (Senior)),Secondary School (Vocatioinal Route),Unknown,Unknown,100000-150000,Yes,No,once every day,once every day,4,
5a00bfa71f6ad2a546a5f698e7616c05,42,42,Secondary School (Vocatioinal Route),Undergraduate (part-time),Unknown,Public Sector,100000-150000,Yes,No,once more than a year,once every day,2,
7d713e87d1c1af20c0b51d0f5091d923,50,40,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Unknown,Unknown,0-100000,Yes,Yes,once every day,once every day,2,
0d850dd879cbefa2ee2b4f849a64c15d,50,30,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Collective Enterprise,Foreign-funded Enterprise,150000-200000,No,No,once every day,once every day,2,
d8c26fde15482037a13e5e886ecb1a3a,39,37,Secondary School (Vocatioinal Route),Secondary School (Vocatioinal Route),Public Sector,Public Sector,0-100000,Yes,Yes,once every day,once every day,4,
8b35b707382f23ac7b04d8b46b68b1ac,42,40,Undergraduate (part-time),Undergraduate (part-time),State-owned Enterprise,State-owned Enterprise,0-100000,Yes,No,once every day,once every day,5,
17aa9734b2ac68194d9b10aeddbc8dfe,40,40,Secondary School (Academic Route (Junior)),Higher National Diploma (full-time),Public Sector,Unknown,0-100000,Yes,No,once every day,once every day,1,
f928721c912e93c9e42722710de9148d,38,37,Secondary School (Academic Route (Senior)),Secondary School (Academic Route (Senior)),Collective Enterprise,Collective Enterprise,0-100000,Yes,No,once every day,once every day,9,
